BATHRM,HF_BATHRM,HEAT,AC,EYB,STYLE,STRUCT,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,LANDAREA,WARD,SALEYEAR,PRICE
2,0,Hot Water Rad,1,1980,2.5 Story Fin,Row Inside,Above Average,Very Good,Common Brick,Metal- Pre,Hardwood,1.0,1,1220,Ward 6,2017,1060000.0
4,0,Forced Air,1,1964,2 Story,Multi,Average,Good,Common Brick,Built Up,Hardwood,3.0,0,2867,Ward 5,2014,500000.0
4,1,Hot Water Rad,1,1969,2 Story,Single,Good Quality,Good,Brick/Siding,Comp Shingle,Hardwood,1.0,1,10239,Ward 4,2015,895000.0
3,1,Warm Cool,1,1970,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,1.0,1,1240,Ward 6,2010,608000.0
2,0,Hot Water Rad,0,1954,2 Story,Multi,Average,Average,Common Brick,Built Up,Hardwood,2.0,0,2531,Ward 7,2017,249900.0
3,2,Forced Air,1,1967,2 Story,Row End,Above Average,Good,Common Brick,Built Up,Hardwood,2.0,0,2000,Ward 6,2018,1625000.0
4,1,Hot Water Rad,1,1972,2.5 Story Fin,Row Inside,Very Good,Average,Brick/Stucco,Slate,Hardwood,2.0,1,2930,Ward 3,2010,875000.0
3,1,Wall Furnace,1,1967,2 Story,Row End,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,0,728,Ward 5,2013,599900.0
3,1,Forced Air,1,2015,2 Story,Single,Above Average,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1.0,0,4000,Ward 7,2014,302000.0
2,0,Hot Water Rad,0,1969,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1.0,1,3025,Ward 4,2017,759000.0
4,1,Warm Cool,1,2001,3 Story,Row Inside,Excellent,Good,Common Brick,Comp Shingle,Hardwood,1.0,2,1700,Ward 2,2016,1630000.0
3,1,Forced Air,1,2016,2 Story,Semi-Detached,Above Average,Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1.0,0,2841,Ward 7,2016,418000.0
3,0,Hot Water Rad,1,1967,2 Story,Single,Above Average,Good,Aluminum,Slate,Hardwood,2.0,0,5062,Ward 5,2016,500000.0
3,0,Warm Cool,1,1975,1 Story,Single,Above Average,Good,Common Brick,Comp Shingle,Hardwood/Carp,1.0,2,11655,Ward 7,2015,443000.0
2,1,Forced Air,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Neopren,Hardwood/Carp,1.0,0,1170,Ward 6,2013,649000.0
2,1,Forced Air,1,1975,2 Story,Single,Good Quality,Very Good,Vinyl Siding,Comp Shingle,Hardwood,2.0,1,4877,Ward 4,2013,639900.0
1,0,Hot Water Rad,0,1957,2 Story,Semi-Detached,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,1802,Ward 4,2014,379900.0
2,1,Warm Cool,1,2005,2 Story,Row Inside,Above Average,Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1.0,0,1920,Ward 8,2016,295000.0
2,1,Forced Air,1,1977,2 Story,Single,Good Quality,Good,Common Brick,Shake,Hardwood,1.0,1,6313,Ward 3,2010,1010000.0
4,1,Forced Air,1,1967,2 Story,Single,Above Average,Good,Common Brick,Comp Shingle,Hardwood,1.0,1,4946,Ward 4,2015,869500.0
3,0,Forced Air,1,1967,2 Story,Single,Above Average,Very Good,Common Brick,Comp Shingle,Hardwood,1.0,1,2705,Ward 5,2017,700000.0
3,1,Forced Air,1,1967,2 Story,Semi-Detached,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,1,2620,Ward 5,2013,558000.0
2,1,Forced Air,1,2010,2 Story,Single,Above Average,Very Good,Brick/Siding,Comp Shingle,Hardwood,1.0,0,5658,Ward 7,2011,350000.0
2,0,Forced Air,1,1969,2 Story,Row Inside,Average,Very Good,Common Brick,Built Up,Hardwood,1.0,0,1280,Ward 5,2016,429000.0
3,0,Warm Cool,1,1969,3 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,2.0,2,745,Ward 6,2015,847500.0
1,1,Forced Air,1,1966,2 Story,Semi-Detached,Average,Good,Common Brick,Comp Shingle,Hardwood,1.0,0,2160,Ward 7,2010,189900.0
2,0,Forced Air,0,1964,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Hardwood,1.0,0,2009,Ward 5,2017,500000.0
4,1,Warm Cool,1,1967,2.5 Story Fin,Single,Above Average,Good,Common Brick,Slate,Carpet,1.0,2,9863,Ward 4,2011,620000.0
3,0,Hot Water Rad,1,1972,3 Story,Row Inside,Very Good,Good,Face Brick,Built Up,Hardwood,1.0,2,1622,Ward 6,2014,1200000.0
2,2,Forced Air,1,2016,2 Story,Row Inside,Good Quality,Very Good,Face Brick,Comp Shingle,Hardwood/Carp,1.0,0,1862,Ward 5,2015,580415.0
1,1,Hot Water Rad,1,1967,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,1840,Ward 7,2016,490000.0
1,1,Hot Water Rad,0,1957,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,1418,Ward 6,2018,740000.0
2,1,Forced Air,1,1964,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,1,2055,Ward 4,2012,429923.0
4,1,Forced Air,1,1970,2 Story,Single,Average,Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1.0,0,8000,Ward 5,2010,399000.0
2,1,Forced Air,1,1984,4 Story,Row Inside,Very Good,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,0,838,Ward 6,2017,1360000.0
1,1,Warm Cool,1,1957,2 Story,Semi-Detached,Average,Average,Common Brick,Built Up,Carpet,1.0,0,1559,Ward 5,2010,244639.0
3,0,Forced Air,1,1969,2 Story,Single,Good Quality,Very Good,Common Brick,Slate,Hardwood,1.0,1,5745,Ward 4,2017,1275000.0
2,0,Forced Air,1,1950,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,2554,Ward 4,2016,699900.0
2,0,Forced Air,1,1980,2 Story,Row End,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1.0,0,1413,Ward 6,2011,539900.0
1,0,Hot Water Rad,1,1954,2 Story,Single,Very Good,Good,Common Brick,Slate,Hardwood,1.0,1,4017,Ward 3,2018,825000.0
2,1,Forced Air,1,1968,2 Story,Single,Good Quality,Average,Common Brick,Slate,Hardwood,1.0,1,5171,Ward 3,2014,700000.0
3,1,Forced Air,1,1964,2 Story,Row Inside,Average,Very Good,Common Brick,Typical,Hardwood,1.0,0,1494,Ward 5,2016,695000.0
1,1,Warm Cool,1,1971,2 Story,Single,Above Average,Good,Common Brick,Comp Shingle,Hardwood,1.0,1,2625,Ward 5,2015,400000.0
2,1,Forced Air,1,1967,2 Story,Row Inside,Above Average,Very Good,Brick/Siding,Metal- Sms,Hardwood,1.0,0,1507,Ward 6,2015,747000.0
3,2,Warm Cool,1,1978,2.5 Story Fin,Single,Excellent,Average,Brick/Siding,Slate,Hardwood,1.0,1,8832,Ward 3,2010,1390000.0
3,1,Forced Air,1,1989,2 Story,Semi-Detached,Average,Good,Wood Siding,Comp Shingle,Hardwood,1.0,0,3132,Ward 5,2017,590000.0
3,1,Warm Cool,1,1972,3 Story,Row Inside,Very Good,Very Good,Common Brick,Built Up,Hardwood,2.0,3,1374,Ward 2,2014,1610000.0
2,1,Forced Air,1,2015,2 Story,Row Inside,Good Quality,Very Good,Face Brick,Comp Shingle,Hardwood/Carp,1.0,0,1376,Ward 5,2017,490000.0
3,1,Forced Air,1,1967,2 Story,Single,Above Average,Good,Stucco,Comp Shingle,Hardwood/Carp,1.0,0,10980,Ward 5,2014,615000.0
2,1,Hot Water Rad,1,1960,3 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1.0,2,2417,Ward 6,2018,1750000.0
3,1,Forced Air,1,1978,2 Story,Row Inside,Average,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1670,Ward 4,2017,749900.0
2,0,Forced Air,1,1964,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Hardwood,1.0,0,945,Ward 7,2016,407000.0
1,0,Hot Water Rad,0,1967,2.5 Story Unfin,Single,Above Average,Good,Vinyl Siding,Comp Shingle,Hardwood,1.0,0,4635,Ward 8,2017,282000.0
1,0,Forced Air,0,1954,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Wood Floor,1.0,0,564,Ward 1,2014,493000.0
1,1,Warm Cool,1,1967,2 Story,Row End,Above Average,Very Good,Brick/Siding,Built Up,Hardwood,1.0,0,3017,Ward 6,2016,1050000.0
2,1,Warm Cool,1,1971,1 Story,Single,Average,Average,Common Brick,Comp Shingle,Hardwood,1.0,1,6465,Ward 5,2010,399000.0
2,1,Warm Cool,1,2006,2 Story,Row End,Above Average,Very Good,Common Brick,Comp Shingle,Carpet,1.0,1,1504,Ward 8,2013,223000.0
2,0,Warm Cool,1,1983,2 Story,Row End,Superior,Good,Common Brick,Metal- Sms,Hardwood,1.0,2,2850,Ward 2,2017,1325000.0
2,1,Forced Air,1,2015,2 Story,Row End,Good Quality,Very Good,Face Brick,Comp Shingle,Hardwood/Carp,1.0,0,2110,Ward 5,2014,465490.0
1,0,Hot Water Rad,0,1957,2 Story,Row Inside,Above Average,Average,Brick Veneer,Metal- Sms,Hardwood,1.0,0,1296,Ward 4,2018,653000.0
2,0,Hot Water Rad,0,1964,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1.0,2,2768,Ward 4,2015,532000.0
1,0,Hot Water Rad,1,1957,2 Story,Semi-Detached,Average,Average,Common Brick,Built Up,Wood Floor,1.0,0,2548,Ward 7,2018,270000.0
2,1,Forced Air,1,2015,2 Story,Row End,Good Quality,Very Good,Face Brick,Comp Shingle,Hardwood/Carp,1.0,0,2165,Ward 5,2013,474522.0
1,1,Forced Air,1,1957,2 Story,Semi-Detached,Above Average,Average,Common Brick,Comp Shingle,Hardwood,1.0,0,2500,Ward 8,2017,265000.0
2,1,Gravity Furnac,1,1967,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,1.0,0,2242,Ward 4,2015,725000.0
2,1,Hot Water Rad,0,1960,2 Story,Row Inside,Good Quality,Good,Brick/Stucco,Metal- Sms,Hardwood,1.0,1,1886,Ward 3,2017,806000.0
2,2,Hot Water Rad,1,1972,3 Story,Row Inside,Very Good,Average,Common Brick,Built Up,Hardwood,1.0,0,1785,Ward 1,2011,800000.0
1,0,Hot Water Rad,0,1950,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,1605,Ward 4,2017,460000.0
2,1,Forced Air,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1993,Ward 5,2014,599900.0
2,2,Hot Water Rad,1,1970,2.5 Story Fin,Single,Excellent,Good,Brick/Stone,Slate,Hardwood,1.0,1,5500,Ward 3,2011,1100000.0
2,0,Forced Air,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1039,Ward 6,2012,600000.0
3,1,Forced Air,1,2011,2 Story,Single,Above Average,Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1.0,1,4800,Ward 7,2017,425000.0
4,1,Warm Cool,1,1978,2.5 Story Fin,Single,Excellent,Good,Stucco,Clay Tile,Hardwood,1.0,1,8190,Ward 3,2011,1377500.0
1,1,Hot Water Rad,1,1969,2.5 Story Fin,Single,Good Quality,Good,Stucco,Comp Shingle,Wood Floor,1.0,1,3974,Ward 3,2013,950000.0
2,0,Water Base Brd,0,1967,2 Story,Semi-Detached,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1856,Ward 4,2015,415000.0
2,0,Forced Air,1,1964,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1360,Ward 7,2010,200000.0
2,0,Forced Air,1,1964,2 Story,Row Inside,Average,Good,Wood Siding,Metal- Sms,Hardwood,1.0,1,1280,Ward 6,2015,716000.0
4,1,Warm Cool,1,1972,3 Story,Row Inside,Very Good,Good,Common Brick,Metal- Sms,Hardwood,2.0,4,1700,Ward 2,2014,1300000.0
1,0,Hot Water Rad,0,1967,1.5 Story Fin,Single,Above Average,Average,Common Brick,Comp Shingle,Hardwood,1.0,1,3850,Ward 4,2012,380000.0
3,0,Warm Cool,1,1961,2 Story,Row Inside,Average,Good,Common Brick,Slate,Hardwood,1.0,1,1712,Ward 3,2012,730100.0
3,0,Warm Cool,1,1967,3 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,2.0,0,1490,Ward 1,2010,615750.0
3,1,Forced Air,1,1982,2 Story,Row Inside,Average,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1530,Ward 4,2013,585000.0
4,0,Ht Pump,1,1964,2 Story,Multi,Average,Good,Common Brick,Built Up,Hardwood,4.0,0,2673,Ward 5,2010,370000.0
3,1,Forced Air,1,1971,2 Story,Semi-Detached,Average,Good,Common Brick,Comp Shingle,Hardwood,1.0,0,1867,Ward 7,2017,400000.0
2,1,Warm Cool,1,1975,2 Story,Semi-Detached,Above Average,Good,Common Brick,Comp Shingle,Hardwood,1.0,0,1875,Ward 7,2011,200000.0
2,0,Hot Water Rad,0,1957,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,1711,Ward 6,2017,747500.0
3,0,Hot Water Rad,1,1967,2 Story,Semi-Detached,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1.0,1,1820,Ward 4,2017,680000.0
2,0,Hot Water Rad,0,1961,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1673,Ward 4,2013,423000.0
3,1,Hot Water Rad,1,1967,2 Story,Row Inside,Above Average,Good,Hardboard,Metal- Pre,Hardwood,1.0,0,1992,Ward 1,2012,535000.0
2,1,Forced Air,1,1967,2 Story,Single,Above Average,Good,Common Brick,Metal- Sms,Wood Floor,1.0,2,1808,Ward 6,2014,680000.0
4,0,Forced Air,0,1954,2 Story,Multi,Average,Average,Common Brick,Built Up,Hardwood,4.0,0,2703,Ward 5,2014,409000.0
1,1,Warm Cool,1,1957,2 Story,Semi-Detached,Average,Average,Common Brick,Comp Shingle,Hardwood,1.0,0,2838,Ward 7,2018,181000.0
4,0,Hot Water Rad,0,1957,2 Story,Multi,Above Average,Average,Common Brick,Built Up,Hardwood,4.0,0,4023,Ward 7,2018,530000.0
2,0,Forced Air,1,1967,2 Story,Semi-Detached,Above Average,Very Good,Wood Siding,Comp Shingle,Hardwood,1.0,0,2360,Ward 5,2017,708000.0
3,0,Warm Cool,1,1967,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1.0,2,1680,Ward 3,2013,890000.0
1,1,Forced Air,1,1978,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1063,Ward 1,2010,378000.0
2,1,Warm Cool,1,1972,2 Story,Single,Very Good,Good,Brick/Stucco,Comp Shingle,Hardwood,1.0,1,5000,Ward 4,2012,860000.0
3,1,Ht Pump,1,1964,2 Story,Semi-Detached,Average,Very Good,Common Brick,Built Up,Hardwood/Carp,1.0,1,3083,Ward 5,2015,608000.0
1,0,Forced Air,0,1964,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,720,Ward 6,2013,340000.0
2,2,Warm Cool,1,1973,2 Story,Single,Very Good,Good,Common Brick,Comp Shingle,Hardwood,1.0,1,5875,Ward 4,2012,800000.0
2,1,Warm Cool,1,1970,2.5 Story Fin,Single,Very Good,Average,Brick/Siding,Comp Shingle,Hardwood,1.0,2,3908,Ward 4,2015,885000.0
3,0,Warm Cool,1,1970,2 Story,Semi-Detached,Very Good,Good,Common Brick,Slate,Hardwood,1.0,2,4630,Ward 3,2012,750000.0
1,0,Hot Water Rad,1,1947,2 Story,Single,Fair Quality,Average,Vinyl Siding,Comp Shingle,Hardwood,1.0,0,2853,Ward 7,2017,189000.0
4,0,Hot Water Rad,1,1954,2 Story,Multi,Average,Average,Common Brick,Built Up,Hardwood,4.0,0,3310,Ward 7,2013,325000.0
3,1,Forced Air,1,1967,2.5 Story Fin,Single,Above Average,Good,Vinyl Siding,Comp Shingle,Hardwood,1.0,1,6750,Ward 5,2015,790000.0
3,1,Hot Water Rad,0,1954,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Hardwood,1.0,0,1530,Ward 4,2016,529000.0
2,0,Forced Air,1,1964,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood/Carp,1.0,0,1736,Ward 6,2013,547000.0
2,0,Forced Air,1,1965,2 Story,Semi-Detached,Average,Good,Common Brick,Comp Shingle,Hardwood,1.0,0,2032,Ward 7,2014,252400.0
3,0,Forced Air,1,1967,2 Story,Single,Above Average,Good,Wood Siding,Comp Shingle,Wood Floor,1.0,0,7500,Ward 5,2014,735000.0
2,1,Warm Cool,1,1957,2 Story,Single,Average,Average,Common Brick,Comp Shingle,Hardwood,1.0,1,3200,Ward 4,2015,320000.0
4,0,Forced Air,1,1964,2 Story,Single,Average,Good,Stucco,Comp Shingle,Hardwood,1.0,2,6250,Ward 5,2011,485000.0
1,1,Hot Water Rad,1,1969,2.5 Story Fin,Single,Good Quality,Average,Wood Siding,Comp Shingle,Hardwood,1.0,1,5000,Ward 4,2015,780000.0
2,1,Warm Cool,1,2016,2 Story,Row Inside,Superior,Excellent,Brick Veneer,Composition Ro,Hardwood/Carp,1.0,1,774,Ward 3,2015,1190000.0
2,0,Hot Water Rad,1,1982,2 Story,Row Inside,Average,Good,Stucco,Metal- Sms,Hardwood,2.0,0,1256,Ward 1,2017,679000.0
1,0,Forced Air,1,1957,2 Story,Semi-Detached,Above Average,Average,Common Brick,Built Up,Hardwood,1.0,0,1696,Ward 4,2017,499950.0
1,1,Warm Cool,1,1962,2 Story,Semi-Detached,Average,Average,Common Brick,Built Up,Carpet,1.0,0,2794,Ward 5,2014,315000.0
1,1,Warm Cool,1,1969,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1.0,1,6862,Ward 3,2013,750000.0
1,0,Warm Cool,1,1968,2 Story,Semi-Detached,Average,Good,Common Brick,Comp Shingle,Hardwood,1.0,0,1655,Ward 5,2014,330000.0
6,2,Forced Air,1,2010,3 Story,Single,Above Average,Good,Common Brick,Comp Shingle,Hardwood/Carp,2.0,0,2124,Ward 7,2017,575000.0
3,1,Forced Air,1,2014,2 Story,Row Inside,Good Quality,Very Good,Brick Veneer,Comp Shingle,Hardwood/Carp,1.0,0,1376,Ward 5,2012,397875.0
2,0,Forced Air,1,1967,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,1.0,0,1602,Ward 6,2010,450000.0
1,2,Hot Water Rad,1,1963,2 Story,Semi-Detached,Good Quality,Average,Stucco,Slate,Hardwood,1.0,1,3252,Ward 3,2013,740000.0
3,0,Hot Water Rad,0,1954,2 Story,Single,Average,Average,Common Brick,Built Up,Hardwood,1.0,1,13000,Ward 5,2016,450000.0
3,1,Forced Air,1,2017,3 Story,Town Inside,Above Average,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1.0,0,1800,Ward 5,2018,574990.0
3,0,Forced Air,1,1964,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1280,Ward 6,2010,549955.0
3,1,Forced Air,1,2015,3 Story,Row Inside,Above Average,Good,Vinyl Siding,Built Up,Hardwood/Carp,1.0,0,1409,Ward 7,2015,274900.0
3,1,Forced Air,1,2015,2 Story,Row End,Good Quality,Very Good,Common Brick,Comp Shingle,Hardwood,1.0,0,1364,Ward 4,2014,582500.0
2,1,Hot Water Rad,1,1970,2 Story,Single,Very Good,Good,Common Brick,Slate,Hardwood,1.0,2,7350,Ward 4,2010,900000.0
1,1,Forced Air,1,1970,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,2864,Ward 4,2017,415000.0
4,1,Forced Air,1,1982,3 Story,Row Inside,Good Quality,Very Good,Common Brick,Neopren,Wood Floor,2.0,1,1600,Ward 6,2015,1650000.0
1,0,Hot Water Rad,1,1969,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,1.0,1,1114,Ward 2,2014,775000.0
1,1,Warm Cool,1,1973,2 Story,Semi-Detached,Above Average,Good,Common Brick,Comp Shingle,Hardwood,1.0,0,1813,Ward 5,2017,474995.0
2,0,Hot Water Rad,1,1969,2 Story,Row Inside,Good Quality,Very Good,Common Brick,Slate,Hardwood,1.0,1,2952,Ward 2,2014,1070000.0
1,0,Forced Air,1,1959,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1769,Ward 6,2018,710000.0
3,0,Hot Water Rad,1,1967,1.5 Story Fin,Single,Above Average,Good,Common Brick,Comp Shingle,Hardwood,1.0,1,4200,Ward 8,2015,378900.0
2,1,Hot Water Rad,0,1964,2 Story,Row End,Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,1,1040,Ward 1,2010,310000.0
3,0,Hot Water Rad,1,1964,1 Story,Single,Average,Average,Vinyl Siding,Comp Shingle,Carpet,1.0,0,3860,Ward 7,2012,205000.0
3,1,Forced Air,1,2003,2 Story,Single,Excellent,Good,Common Brick,Comp Shingle,Hardwood,1.0,2,8656,Ward 3,2013,1343750.0
3,1,Hot Water Rad,1,1983,2 Story,Single,Superior,Good,Common Brick,Slate,Hardwood,1.0,2,4006,Ward 3,2015,1200000.0
3,1,Forced Air,1,1978,2 Story,Row Inside,Average,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1494,Ward 4,2015,715000.0
3,1,Forced Air,1,1971,2 Story,Single,Above Average,Good,Common Brick,Comp Shingle,Hardwood,1.0,1,4773,Ward 4,2016,770000.0
2,1,Forced Air,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Carpet,1.0,0,1334,Ward 6,2016,675000.0
2,0,Forced Air,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood/Carp,1.0,0,800,Ward 6,2014,599000.0
2,0,Forced Air,1,1964,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood/Carp,1.0,0,2461,Ward 8,2010,174900.0
2,0,Forced Air,1,1969,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1.0,1,3159,Ward 4,2015,800000.0
3,0,Forced Air,1,1967,2 Story,Single,Above Average,Very Good,Brick/Stone,Comp Shingle,Hardwood/Carp,1.0,1,2997,Ward 5,2015,542500.0
2,2,Warm Cool,1,1975,2 Story,Row Inside,Very Good,Good,Common Brick,Built Up,Hardwood,1.0,1,1749,Ward 3,2014,785000.0
3,1,Hot Water Rad,1,1972,3 Story,Row Inside,Very Good,Good,Common Brick,Built Up,Hardwood,2.0,6,1200,Ward 2,2013,1405500.0
3,1,Forced Air,1,1971,2 Story,Single,Above Average,Good,Common Brick,Comp Shingle,Hardwood,1.0,1,4669,Ward 4,2015,625000.0
3,1,Forced Air,1,1986,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Wood Floor,2.0,1,1000,Ward 1,2012,600000.0
3,1,Hot Water Rad,1,1978,3 Story,Row End,Excellent,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,1,1758,Ward 1,2013,1327500.0
3,1,Warm Cool,1,1982,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1.0,2,6000,Ward 4,2014,955000.0
2,1,Forced Air,1,1964,1.5 Story Fin,Single,Average,Good,Aluminum,Comp Shingle,Wood Floor,1.0,0,3825,Ward 5,2011,399000.0
3,0,Warm Cool,1,1963,2 Story,Single,Very Good,Average,Common Brick,Comp Shingle,Hardwood,2.0,1,2813,Ward 3,2011,660000.0
2,0,Warm Cool,1,1960,1.5 Story Fin,Single,Good Quality,Average,Common Brick,Slate,Hardwood,1.0,2,9344,Ward 3,2018,1100000.0
2,0,Forced Air,1,1967,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,2281,Ward 7,2011,240000.0
1,0,Hot Water Rad,0,1964,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1200,Ward 8,2016,268025.0
3,0,Hot Water Rad,0,1984,2 Story,Row End,Above Average,Good,Brick/Siding,Comp Shingle,Hardwood,1.0,1,3323,Ward 1,2014,705000.0
1,1,Forced Air,0,1952,2 Story,Semi-Detached,Average,Average,Common Brick,Built Up,Hardwood,1.0,0,1980,Ward 4,2015,360000.0
3,1,Forced Air,1,1978,2 Story,Row Inside,Average,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,0,2380,Ward 4,2013,514500.0
3,0,Forced Air,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1.0,0,1500,Ward 5,2011,570000.0
2,1,Warm Cool,1,1972,2 Story,Single,Very Good,Good,Common Brick,Slate,Hardwood,1.0,2,9353,Ward 4,2017,960000.0
2,0,Forced Air,1,1974,1 Story,Single,Average,Good,Common Brick,Comp Shingle,Hardwood,1.0,0,6072,Ward 5,2015,423975.0
1,0,Hot Water Rad,0,1947,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,1702,Ward 5,2015,505000.0
4,0,Water Base Brd,1,1967,3 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,3.0,5,1600,Ward 6,2011,1100000.0
2,0,Hot Water Rad,0,1957,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,1.0,0,1437,Ward 6,2012,442000.0
2,1,Forced Air,1,1972,2 Story,Single,Very Good,Good,Wood Siding,Comp Shingle,Hardwood,1.0,2,6250,Ward 3,2010,1200000.0
2,1,Hot Water Rad,1,1980,2 Story,Row Inside,Above Average,Good,Common Brick,Neopren,Hardwood,2.0,0,1300,Ward 6,2014,850000.0
2,0,Forced Air,0,1951,2 Story,Multi,Average,Average,Common Brick,Built Up,Hardwood,2.0,0,1200,Ward 5,2013,222000.0
4,0,Hot Water Rad,1,1976,2 Story,Row End,Superior,Average,Common Brick,Built Up,Hardwood,2.0,0,1849,Ward 2,2016,1100000.0
2,1,Forced Air,1,2013,3 Story,Row Inside,Good Quality,Very Good,Common Brick,Neopren,Carpet,1.0,0,627,Ward 6,2010,609170.0
1,1,Forced Air,0,1954,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,2366,Ward 4,2016,670000.0
3,0,Forced Air,1,1984,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1553,Ward 1,2017,745000.0
2,1,Forced Air,1,1964,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1091,Ward 6,2012,444500.0
3,1,Warm Cool,1,1972,2 Story,Single,Very Good,Good,Wood Siding,Comp Shingle,Hardwood,1.0,1,6000,Ward 3,2016,1070000.0
2,1,Warm Cool,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1120,Ward 6,2015,624000.0
1,1,Forced Air,1,1964,2 Story,Row End,Average,Good,Common Brick,Metal- Sms,Carpet,1.0,1,524,Ward 6,2016,626000.0
2,1,Warm Cool,1,2006,2 Story,Row Inside,Above Average,Good,Vinyl Siding,Comp Shingle,Hardwood,1.0,0,1680,Ward 8,2016,263000.0
1,1,Forced Air,1,1969,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood/Carp,1.0,1,1196,Ward 6,2012,460000.0
